################################################################################################     
# Parallel cut at alphaf=0.2deg
# fit-example
# Weight,   Scale factor,   Shift factor
  1.        1.   F			0.   F	      
            0  1e5          0   1e5
             F  F           F  F
# DeltaOmega(deg), DeltaOmega(deg)
	 0.                0 
# Fitted, Sin(2Thetaf), Sin(Alphaf), Intensity, Error bars
T	8.74674e-05	0.00349065	23199.7
T	0.000174935	0.00349065	23180.5
T	0.000262402	0.00349065	23148.7
T	0.00034987	0.00349065	23104.3
T	0.000437337	0.00349065	23047.5
T	0.000524805	0.00349065	22978.6
T	0.000612272	0.00349065	22897.6
T	0.000699739	0.00349065	22804.9
T	0.000787207	0.00349065	22700.9
T	0.000874674	0.00349065	22586
T	0.000962142	0.00349065	22460.5
T	0.00104961	0.00349065	22324.9
T	0.00113708	0.00349065	22179.7
T	0.00122454	0.00349065	22025.5
T	0.00131201	0.00349065	21862.8
T	0.00139948	0.00349065	21692.3
T	0.00148695	0.00349065	21514.7
T	0.00157441	0.00349065	21330.8
T	0.00166188	0.00349065	21141.2
T	0.00174935	0.00349065	20946.7
T	0.00183682	0.00349065	20748.3
T	0.00192428	0.00349065	20546.9
T	0.00201175	0.00349065	20343.4
T	0.00209922	0.00349065	20138.8
T	0.00218669	0.00349065	19934.2
T	0.00227415	0.00349065	19730.7
T	0.00236162	0.00349065	19529.4
T	0.00244909	0.00349065	19331.6
T	0.00253656	0.00349065	19138.7
T	0.00262402	0.00349065	18951.9
T	0.00271149	0.00349065	18772.8
T	0.00279896	0.00349065	18602.8
T	0.00288643	0.00349065	18443.8
T	0.00297389	0.00349065	18297.3
T	0.00306136	0.00349065	18165.3
T	0.00314883	0.00349065	18049.7
T	0.00323629	0.00349065	17952.9
T	0.00332376	0.00349065	17877.1
T	0.00341123	0.00349065	17824.8
T	0.0034987	0.00349065	17798.9
T	0.00358616	0.00349065	17802.4
T	0.00367363	0.00349065	17838.7
T	0.0037611	0.00349065	17911.6
T	0.00384857	0.00349065	18025.1
T	0.00393603	0.00349065	18183.9
T	0.0040235	0.00349065	18393.3
T	0.00411097	0.00349065	18659.1
T	0.00419844	0.00349065	18987.9
T	0.0042859	0.00349065	19387.4
T	0.00437337	0.00349065	19866.3
T	0.00446084	0.00349065	20434.4
T	0.00454831	0.00349065	21103.3
T	0.00463577	0.00349065	21886
T	0.00472324	0.00349065	22798
T	0.00481071	0.00349065	23856.8
T	0.00489818	0.00349065	25082.9
T	0.00498564	0.00349065	26500
T	0.00507311	0.00349065	28135
T	0.00516058	0.00349065	30018.9
T	0.00524805	0.00349065	32186.4
T	0.00533551	0.00349065	34675.9
T	0.00542298	0.00349065	37527.9
T	0.00551045	0.00349065	40783
T	0.00559792	0.00349065	44477.4
T	0.00568538	0.00349065	48634.8
T	0.00577285	0.00349065	53254.5
T	0.00586032	0.00349065	58293.5
T	0.00594779	0.00349065	63642.3
T	0.00603525	0.00349065	69098.1
T	0.00612272	0.00349065	74343.8
T	0.00621019	0.00349065	78947.2
T	0.00629766	0.00349065	82403
T	0.00638512	0.00349065	84224.9
T	0.00647259	0.00349065	84075.3
T	0.00656006	0.00349065	81877.3
T	0.00664753	0.00349065	77850.5
T	0.00673499	0.00349065	72445.7
T	0.00682246	0.00349065	66214.3
T	0.00690993	0.00349065	59678.8
T	0.0069974	0.00349065	53250
T	0.00708486	0.00349065	47201.7
T	0.00717233	0.00349065	41684.8
T	0.0072598	0.00349065	36758.1
T	0.00734727	0.00349065	32419.8
T	0.00743473	0.00349065	28633.9
T	0.0075222	0.00349065	25347.5
T	0.00760967	0.00349065	22502.3
T	0.00769714	0.00349065	20041.2
T	0.0077846	0.00349065	17911.4
T	0.00787207	0.00349065	16066.1
T	0.00795954	0.00349065	14464.2
T	0.00804701	0.00349065	13070.7
T	0.00813447	0.00349065	11855.4
T	0.00822194	0.00349065	10792.8
T	0.00830941	0.00349065	9861.35
T	0.00839687	0.00349065	9042.77
T	0.00848434	0.00349065	8321.49
T	0.00857181	0.00349065	7684.34
T	0.00865927	0.00349065	7120.09
T	0.00874674	0.00349065	6619.17
T	0.00883421	0.00349065	6173.37
T	0.00892168	0.00349065	5775.65
T	0.00900914	0.00349065	5419.95
T	0.00909661	0.00349065	5101.03
T	0.00918408	0.00349065	4814.36
T	0.00927154	0.00349065	4556
T	0.00935901	0.00349065	4322.51
T	0.00944648	0.00349065	4110.92
T	0.00953394	0.00349065	3918.6
T	0.00962141	0.00349065	3743.28
T	0.00970888	0.00349065	3582.94
T	0.00979635	0.00349065	3435.84
T	0.00988381	0.00349065	3300.45
T	0.00997128	0.00349065	3175.43
T	0.0100587	0.00349065	3059.61
T	0.0101462	0.00349065	2951.98
T	0.0102337	0.00349065	2851.67
T	0.0103211	0.00349065	2757.92
T	0.0104086	0.00349065	2670.09
T	0.0104961	0.00349065	2587.64
T	0.0105835	0.00349065	2510.13
T	0.010671	0.00349065	2437.2
T	0.0107585	0.00349065	2368.53
T	0.0108459	0.00349065	2303.91
T	0.0109334	0.00349065	2243.17
T	0.0110209	0.00349065	2186.17
T	0.0111084	0.00349065	2132.84
T	0.0111958	0.00349065	2083.11
T	0.0112833	0.00349065	2036.95
T	0.0113708	0.00349065	1994.34
T	0.0114582	0.00349065	1955.26
T	0.0115457	0.00349065	1919.71
T	0.0116332	0.00349065	1887.64
T	0.0117206	0.00349065	1859.02
T	0.0118081	0.00349065	1833.76
T	0.0118956	0.00349065	1811.78
T	0.011983	0.00349065	1792.95
T	0.0120705	0.00349065	1777.09
T	0.012158	0.00349065	1764.03
T	0.0122454	0.00349065	1753.54
T	0.0123329	0.00349065	1745.36
T	0.0124204	0.00349065	1739.23
T	0.0125078	0.00349065	1734.86
T	0.0125953	0.00349065	1731.95
T	0.0126828	0.00349065	1730.2
T	0.0127702	0.00349065	1729.31
T	0.0128577	0.00349065	1728.99
T	0.0129452	0.00349065	1728.96
T	0.0130326	0.00349065	1728.97
T	0.0131201	0.00349065	1728.79
T	0.0132076	0.00349065	1728.2
T	0.013295	0.00349065	1727.02
T	0.0133825	0.00349065	1725.11
T	0.01347	0.00349065	1722.34
T	0.0135574	0.00349065	1718.61
T	0.0136449	0.00349065	1713.85
T	0.0137324	0.00349065	1708.01
T	0.0138198	0.00349065	1701.07
T	0.0139073	0.00349065	1693.02
T	0.0139948	0.00349065	1683.86
T	0.0140822	0.00349065	1673.62
T	0.0141697	0.00349065	1662.34
T	0.0142572	0.00349065	1650.06
T	0.0143446	0.00349065	1636.83
T	0.0144321	0.00349065	1622.71
T	0.0145196	0.00349065	1607.77
T	0.014607	0.00349065	1592.05
T	0.0146945	0.00349065	1575.64
T	0.014782	0.00349065	1558.58
T	0.0148694	0.00349065	1540.95
T	0.0149569	0.00349065	1522.81
T	0.0150444	0.00349065	1504.2
T	0.0151318	0.00349065	1485.2
T	0.0152193	0.00349065	1465.84
T	0.0153068	0.00349065	1446.19
T	0.0153942	0.00349065	1426.27
T	0.0154817	0.00349065	1406.15
T	0.0155692	0.00349065	1385.85
T	0.0156566	0.00349065	1365.41
T	0.0157441	0.00349065	1344.87
T	0.0158316	0.00349065	1324.25
T	0.015919	0.00349065	1303.59
T	0.0160065	0.00349065	1282.91
T	0.016094	0.00349065	1262.23
T	0.0161814	0.00349065	1241.57
T	0.0162689	0.00349065	1220.97
T	0.0163564	0.00349065	1200.42
T	0.0164438	0.00349065	1179.97
